work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,Machine Learning Engineer,Machine Learning and AI,USD,254000,254000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130916,130916.0,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,120000,120000.0,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000.0,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,218213,218213.0,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,178538,178538.0,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200.0,United States,Mid-level,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000.0,United States,Mid-level,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,316000,316000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,202000,202000.0,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200.0,United States,Mid-level,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000.0,United States,Mid-level,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,189750,189750.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,119213,119213.0,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,162000,162000.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,130000,130000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Visualization Specialist,BI and Visualization,USD,170200,170200.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Visualization Specialist,BI and Visualization,USD,83900,83900.0,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,202800,202800.0,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,104300,104300.0,United States,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,250944,250944.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,205318,205318.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,155000,155000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,125000,125000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,135000,135000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,114000,114000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,218213,218213.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,178538,178538.0,United States,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,240000,240000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,163200,163200.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,258800,258800.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,199200,199200.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,215625,215625.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,159375,159375.0,United States,Senior,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,USD,155000,155000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,125000,125000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,170000,170000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,100000,100000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,234000,234000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,208000,208000.0,United States,Senior,Full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,203000,203000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,133000,133000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,272400,272400.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Science Manager,Data Science and Research,USD,140100,140100.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,282000,282000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,208000,208000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,93919,93919.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,51962,51962.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,211000,211000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,185000,185000.0,United States,Senior,Full-time,Remote,United States,M
2023,BI Analyst,BI and Visualization,USD,118800,118800.0,United States,Senior,Full-time,Remote,United States,M
2023,BI Analyst,BI and Visualization,USD,75000,75000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,159350,159350.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,130100,130100.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,262000,262000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,245000,245000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,190000,190000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,150000,150000.0,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,205218,205218.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,136743,136743.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Analyst,Data Science and Research,USD,185000,185000.0,United States,Senior,Full-time,In-person,United States,L
2023,Research Analyst,Data Science and Research,USD,94600,94600.0,United States,Senior,Full-time,In-person,United States,L
2023,Research Analyst,Data Science and Research,USD,160000,160000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Analyst,Data Science and Research,USD,107000,107000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,264400,264400.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,176300,176300.0,United States,Senior,Full-time,Remote,United States,M
2023,Research Analyst,Data Science and Research,USD,160000,160000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Analyst,Data Science and Research,USD,107000,107000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,275000,275000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,175000,175000.0,United States,Senior,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,76000,76000.0,United States,Entry-level,Full-time,In-person,United States,L
2023,Insight Analyst,Data Analysis,EUR,50000,53984.0,Portugal,Mid-level,Full-time,Remote,Portugal,M
2023,Insight Analyst,Data Analysis,EUR,40000,43187.0,Portugal,Mid-level,Full-time,Remote,Portugal,M
2023,Data Analyst,Data Analysis,USD,80800,80800.0,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,53800,53800.0,United States,Entry-level,Full-time,In-person,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,150000,150000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,125000,125000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,210000,210000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,180000,180000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,210000,210000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,155000,155000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,169500,169500.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,138000,138000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,226700,226700.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,133300,133300.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,278700,278700.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,159300,159300.0,United States,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,180000,180000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,120000,120000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,125000,125000.0,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,115000,115000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Science Manager,Data Science and Research,USD,297300,297300.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Science Manager,Data Science and Research,USD,198200,198200.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,204500,204500.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,138900,138900.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,110400,110400.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,68000,68000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,260600,260600.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,170500,170500.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Integration Specialist,Data Management and Strategy,USD,63750,63750.0,United States,Entry-level,Full-time,Remote,United States,M
2023,Data Integration Specialist,Data Management and Strategy,USD,46400,46400.0,United States,Entry-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,214872,214872.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,186846,186846.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,95000,95000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,70600,70600.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,149500,149500.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,127075,127075.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,162000,162000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,111000,111000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,280000,280000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,182750,182750.0,United States,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,212800,212800.0,United States,Senior,Full-time,In-person,United States,L
2023,Research Scientist,Data Science and Research,USD,124100,124100.0,United States,Senior,Full-time,In-person,United States,L
2023,Research Engineer,Data Science and Research,USD,196000,196000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,142600,142600.0,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000.0,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Architect,Data Architecture and Modeling,USD,193000,193000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,110000,110000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,245000,245000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,185000,185000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,154000,154000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,103000,103000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,80000,80000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,70000,70000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,250000,250000.0,United States,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,225000,225000.0,United States,Executive,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,90000,90000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,80000,80000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,GBP,50000,61520.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,GBP,40000,49216.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,USD,205000,205000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,167500,167500.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,202600,202600.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,168800,168800.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,164000,164000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,240000,240000.0,Ukraine,Senior,Full-time,Remote,Ukraine,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,220000,220000.0,Ukraine,Senior,Full-time,Remote,Ukraine,M
2023,Data Scientist,Data Science and Research,USD,168000,168000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,185900,185900.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,129300,129300.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,297300,297300.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,198200,198200.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,190000,190000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,156000,156000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,205000,205000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,152000,152000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Practitioner,Data Science and Research,USD,196500,196500.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Practitioner,Data Science and Research,USD,97300,97300.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,260000,260000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,192000,192000.0,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,216000,216000.0,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,184000,184000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,192000,192000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,164000,164000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,227700,227700.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,154836,154836.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,140000,140000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,168000,168000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,285000,285000.0,United States,Mid-level,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,190000,190000.0,United States,Mid-level,Full-time,In-person,United States,L
2023,Research Scientist,Data Science and Research,USD,405000,405000.0,United States,Mid-level,Full-time,In-person,United States,L
2023,Research Scientist,Data Science and Research,USD,270000,270000.0,United States,Mid-level,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,214300,214300.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,108500,108500.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,145000,145000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,115000,115000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Science Engineer,Data Science and Research,USD,130000,130000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Science Engineer,Data Science and Research,USD,113000,113000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,194500,194500.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,110250,110250.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,295000,295000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,177300,177300.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,GBP,45000,55368.0,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M
2023,Data Analyst,Data Analysis,GBP,36000,44294.0,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M
2023,Data Scientist,Data Science and Research,USD,136000,136000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,104000,104000.0,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200.0,United States,Mid-level,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000.0,United States,Mid-level,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,192000,192000.0,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,164000,164000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,220000,220000.0,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,187000,187000.0,United States,Entry-level,Full-time,In-person,United States,M
2023,Director of Data Science,Data Science and Research,USD,353200,353200.0,United States,Executive,Full-time,In-person,United States,M
2023,Director of Data Science,Data Science and Research,USD,249300,249300.0,United States,Executive,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,85000,85000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,79000,79000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,214500,214500.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,132600,132600.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,131000,131000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,153600,153600.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,106800,106800.0,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,220000,220000.0,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,163000,163000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,168000,168000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,107400,107400.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,101500,101500.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,80000,80000.0,United States,Executive,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,70000,70000.0,United States,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,EUR,75000,80976.0,France,Mid-level,Full-time,Hybrid,France,M
2023,Research Scientist,Data Science and Research,USD,300000,300000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,100000,100000.0,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,175000,175000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,135000,135000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,164000,164000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,300000,300000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,211000,211000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,276000,276000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,184000,184000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,115000,115000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000.0,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,139810,139810.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,95325,95325.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,167000,167000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,150000,150000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,144000,144000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,96000,96000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,140000,140000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,125000,125000.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,145000,145000.0,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,116000,116000.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,161000,161000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,116300,116300.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,140000,140000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,125000,125000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,175564,175564.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,144854,144854.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,225000,225000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,166000,166000.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,190000,190000.0,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,150000,150000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,225000,225000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,166000,166000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,151300,151300.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,126100,126100.0,United States,Senior,Full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,190000,190000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,152000,152000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,202600,202600.0,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,168800,168800.0,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,190000,190000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000,150000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,180000,180000.0,United States,Executive,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,125000,125000.0,United States,Executive,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,113000,113000.0,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,90400,90400.0,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,204300,204300.0,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,139000,139000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,282000,282000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,208000,208000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,185000,185000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,124000,124000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,240000,240000.0,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,157000,157000.0,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,212800,212800.0,United States,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,111600,111600.0,United States,Senior,Full-time,In-person,United States,L
2023,Data Architect,Data Architecture and Modeling,USD,183000,183000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,147000,147000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,169000,169000.0,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,91000,91000.0,United States,Senior,Full-time,In-person,United States,M
